node_id,tgn_memory,gt_embedding,scn_embedding
1306,"[ 0.07880459 -0.10651898 -0.02797587  0.17592318 -0.01525039 -0.04031613
 -0.17034607  0.00962124]","[ 1.1952385  -0.98061174  0.11367316  1.408652   -0.40759876 -0.02257407
 -1.7918112   0.4850322 ]","[-0.3028166  -0.18420109 -0.0828314  -0.52925426 -1.5562935   0.08384673
 -0.20602047 -0.7210814 ]"
1307,"[ 0.07874775 -0.10667968 -0.02792642  0.17596106 -0.01523116 -0.04043424
 -0.17036587  0.00962025]","[ 1.1949009  -0.98162997  0.11448563  1.408781   -0.40709704 -0.02297923
 -1.7914478   0.48498645]","[-0.30278057 -0.18422234 -0.08285485 -0.5292662  -1.556298    0.08382399
 -0.20602657 -0.7210989 ]"
1308,"[ 0.07866512 -0.10669775 -0.02778807  0.17590882 -0.01532427 -0.04049806
 -0.17022406  0.00974814]","[ 1.194631   -0.9823533   0.11579475  1.4083889  -0.4079704  -0.02378193
 -1.7909156   0.48620686]","[-0.30273545 -0.18427148 -0.08289252 -0.52928036 -1.5563153   0.08375607
 -0.20602658 -0.7211253 ]"
1309,"[ 0.0787656  -0.10668652 -0.02794907  0.17596601 -0.01519984 -0.04044432
 -0.17039095  0.00960617]","[ 1.1949787  -0.9815748   0.11429341  1.4087851  -0.4067894  -0.02297212
 -1.7915477   0.484827  ]","[-0.3027832  -0.18421593 -0.08285002 -0.5292681  -1.5562949   0.08383323
 -0.20602857 -0.72109336]"
1310,"[ 0.07822888 -0.10698579 -0.02716526  0.1757812  -0.01573057 -0.04084882
 -0.16968992  0.01021753]","[ 1.1928642  -0.98655975  0.12215437  1.4073135  -0.41132143 -0.02704111
 -1.7881517   0.49074203]","[-0.30252084 -0.18449202 -0.08307274 -0.5293366  -1.5563922   0.08346039
 -0.2060279  -0.7212636 ]"
1311,"[ 0.0788452  -0.10658935 -0.02803199  0.17594816 -0.01514236 -0.04038807
 -0.1704301   0.00957959]","[ 1.1953949  -0.9807531   0.11331657  1.4086819  -0.40644592 -0.02271015
 -1.7920227   0.4845385 ]","[-0.30281293 -0.18418786 -0.08282359 -0.5292651  -1.5562854   0.0838684
 -0.20602892 -0.72106856]"
1312,"[ 0.07882323 -0.10663183 -0.02802561  0.17597377 -0.01515512 -0.04039101
 -0.17044717  0.00955547]","[ 1.1952301  -0.9809647   0.11346963  1.4088731  -0.4064675  -0.02257168
 -1.7919078   0.4843388 ]","[-0.30281156 -0.1841886  -0.08282684 -0.5292608  -1.5562859   0.0838691
 -0.20602775 -0.72107524]"
1313,"[ 0.07882585 -0.10662862 -0.02802721  0.17597193 -0.01515267 -0.04039115
 -0.17044695  0.00955674]","[ 1.1952472  -0.98094445  0.11344783  1.4088582  -0.40645194 -0.02258208
 -1.7919219   0.48434752]","[-0.30281195 -0.18418819 -0.08282624 -0.52926123 -1.5562856   0.08386946
 -0.206028   -0.7210744 ]"
1314,"[ 0.07881958 -0.10663573 -0.02802109  0.17597374 -0.01515783 -0.04039423
 -0.17044425  0.00955801]","[ 1.1952128  -0.98100364  0.11351976  1.408871   -0.40648553 -0.02259294
 -1.7918853   0.48436376]","[-0.3028099  -0.18419018 -0.08282821 -0.5292611  -1.5562863   0.0838671
 -0.20602782 -0.7210763 ]"
1315,"[ 0.07883169 -0.10661569 -0.02803083  0.17596701 -0.0151514  -0.04038526
 -0.17044434  0.00955952]","[ 1.1952853  -0.980868    0.11338574  1.408828   -0.4064675  -0.02257964
 -1.7919556   0.48437145]","[-0.30281377 -0.184187   -0.08282466 -0.5292612  -1.5562851   0.08387069
 -0.2060278  -0.7210726 ]"
1316,"[ 0.07884183 -0.10660072 -0.02803712  0.17595956 -0.0151438  -0.04038293
 -0.17044266  0.00956429]","[ 1.1953515  -0.980775    0.11329477  1.4087718  -0.4064298  -0.02260732
 -1.7920115   0.48440582]","[-0.3028155  -0.18418533 -0.08282249 -0.5292624  -1.5562847   0.08387239
 -0.20602833 -0.7210695 ]"
1317,"[ 0.07881781 -0.10663684 -0.02801997  0.17597477 -0.01516019 -0.04039315
 -0.17044392  0.00955727]","[ 1.1952018  -0.98101175  0.11353242  1.408881   -0.40650466 -0.02258261
 -1.7918761   0.48436   ]","[-0.30280998 -0.18419039 -0.08282851 -0.52926075 -1.5562865   0.08386682
 -0.2060276  -0.7210769 ]"
1318,"[ 0.07882257 -0.10663302 -0.02802401  0.17597301 -0.0151549  -0.04039346
 -0.17044581  0.00955738]","[ 1.1952292  -0.9809791   0.11348701  1.4088647  -0.4064638  -0.0225905
 -1.7919024   0.4843551 ]","[-0.3028107  -0.18418926 -0.08282734 -0.5292614  -1.5562861   0.08386815
 -0.20602794 -0.7210754 ]"
1319,"[ 0.07882163 -0.10663597 -0.02802487  0.1759755  -0.01515517 -0.04039279
 -0.17044847  0.00955419]","[ 1.1952187  -0.98098725  0.1134856   1.4088837  -0.40645903 -0.02257036
 -1.7918985   0.4843274 ]","[-0.30281106 -0.1841889  -0.08282726 -0.52926075 -1.5562859   0.08386896
 -0.20602776 -0.7210757 ]"
1320,"[ 0.07882103 -0.10663669 -0.02802408  0.17597546 -0.01515553 -0.04039348
 -0.17044793  0.0095547 ]","[ 1.1952161  -0.98099446  0.11349454  1.4088826  -0.40646112 -0.02257505
 -1.7918946   0.4843322 ]","[-0.3028108  -0.18418914 -0.08282746 -0.5292609  -1.5562859   0.08386856
 -0.20602782 -0.7210759 ]"
1321,"[ 0.07879571 -0.10667055 -0.02799304  0.17597647 -0.01516946 -0.0404226
 -0.17043044  0.00957191]","[ 1.1950967  -0.9812996   0.11385465  1.4088662  -0.4065281  -0.02274865
 -1.791736    0.48449484]","[-0.30279768 -0.18420053 -0.08283772 -0.5292645  -1.5562894   0.08385412
 -0.2060286  -0.7210838 ]"
1322,"[ 0.0787738  -0.10670042 -0.0279661   0.17597735 -0.01518105 -0.04044853
 -0.1704154   0.00958695]","[ 1.1949936  -0.98156714  0.11416834  1.4088507  -0.40658057 -0.02290272
 -1.7915984   0.48463657]","[-0.3027862  -0.18421042 -0.0828466  -0.52926767 -1.5562925   0.08384149
 -0.20602931 -0.7210907 ]"
1323,"[ 0.07882063 -0.10663754 -0.02802354  0.17597544 -0.0151555  -0.04039437
 -0.1704477   0.00955508]","[ 1.1952144  -0.9810013   0.1135013   1.4088817  -0.4064593  -0.02258021
 -1.7918922   0.48433548]","[-0.30281046 -0.18418938 -0.08282767 -0.529261   -1.5562861   0.08386827
 -0.20602787 -0.72107595]"
1324,"[ 0.07881684 -0.10664164 -0.02801881  0.17597538 -0.01515824 -0.04039786
 -0.17044462  0.00955782]","[ 1.1951966  -0.9810423   0.11355387  1.4088792  -0.4064773  -0.02260331
 -1.7918683   0.48436204]","[-0.3028087  -0.18419102 -0.08282916 -0.5292614  -1.5562866   0.08386609
 -0.2060279  -0.72107714]"
1325,"[ 0.07882399 -0.1066322  -0.02802459  0.17597184 -0.01515277 -0.040395
 -0.17044567  0.0095586 ]","[ 1.1952391  -0.9809745   0.11347983  1.4088528  -0.40644643 -0.02260491
 -1.7919093   0.48436338]","[-0.30281046 -0.18418926 -0.08282728 -0.5292618  -1.5562859   0.08386821
 -0.2060281  -0.721075  ]"
1326,"[ 0.07799598 -0.10709658 -0.02679402  0.17566258 -0.01595868 -0.04106082
 -0.16933462  0.01054311]","[ 1.192036   -0.9888109   0.12581514  1.4063427  -0.4133327  -0.02927032
 -1.7866186   0.49383855]","[-0.3119523  -0.17471898 -0.0751989  -0.52671856 -1.552976    0.09663466
 -0.20595714 -0.7153561 ]"
1327,"[ 0.07796846 -0.10710402 -0.02675615  0.17565432 -0.0159926  -0.04106944
 -0.16929846  0.01057032]","[ 1.1919212  -0.98901063  0.12617998  1.4062932  -0.41364136 -0.02940926
 -1.7864476   0.4941149 ]","[-0.3119472  -0.17472526 -0.07520388 -0.52671933 -1.5529785   0.09662596
 -0.20595665 -0.7153605 ]"
1328,"[ 0.07798814 -0.1071201  -0.02679056  0.17567171 -0.01595669 -0.04107267
 -0.16934238  0.01053662]","[ 1.1919794  -0.9889378   0.12589896  1.4063942  -0.41326365 -0.0292755
 -1.7865723   0.49377686]","[-0.31195077 -0.17471963 -0.07520001 -0.52671874 -1.552976    0.09663419
 -0.20595735 -0.7153573 ]"
1329,"[ 0.07799397 -0.10711922 -0.02679876  0.17567378 -0.01594907 -0.04107128
 -0.16935053  0.01053052]","[ 1.192003   -0.9888984   0.12582166  1.4064063  -0.41319275 -0.02924615
 -1.7866085   0.49371484]","[-0.31195173 -0.17471829 -0.07519896 -0.5267186  -1.5529755   0.09663609
 -0.20595744 -0.7153564 ]"
1330,"[ 0.07799179 -0.1071166  -0.02679529  0.1756721  -0.01595383 -0.04106944
 -0.16934583  0.01053362]","[ 1.1919956  -0.9888996   0.12584771  1.406399   -0.41324314 -0.02925161
 -1.7865956   0.49374768]","[-0.31195167 -0.1747188  -0.07519923 -0.52671856 -1.5529759   0.09663527
 -0.20595737 -0.71535677]"
1331,"[ 0.07799488 -0.10711563 -0.0268003   0.17567386 -0.0159505  -0.04106698
 -0.16935085  0.01052911]","[ 1.1920065  -0.9888721   0.12579957  1.4064126  -0.4132126  -0.02922256
 -1.7866158   0.49370456]","[-0.31195244 -0.17471784 -0.07519855 -0.5267183  -1.5529754   0.09663644
 -0.20595738 -0.71535623]"
1332,"[ 0.07801994 -0.10707907 -0.02682085  0.17566119 -0.01593401 -0.04105264
 -0.16935354  0.01053127]","[ 1.1921551  -0.9886154   0.1255296   1.4063271  -0.41313636 -0.02920703
 -1.7867616   0.49370846]","[-0.31195605 -0.17471462 -0.07519509 -0.5267186  -1.5529742   0.09664038
 -0.20595752 -0.71535236]"
1333,"[ 0.07799119 -0.10711887 -0.02679627  0.17567429 -0.01595397 -0.04106859
 -0.16934828  0.01053071]","[ 1.1919875  -0.9889043   0.12584363  1.4064159  -0.41323858 -0.02923256
 -1.7865936   0.4937221 ]","[-0.31195188 -0.1747185  -0.07519911 -0.52671826 -1.5529757   0.09663567
 -0.20595731 -0.71535677]"
1334,"[ 0.07799796 -0.10711531 -0.02680544  0.17567585 -0.01594676 -0.04106496
 -0.1693563   0.01052435]","[ 1.1920166  -0.98884714  0.12575142  1.4064274  -0.41317686 -0.02919389
 -1.7866362   0.49365875]","[-0.31195322 -0.17471698 -0.07519786 -0.526718   -1.552975    0.09663777
 -0.20595737 -0.7153557 ]"
1335,"[ 0.07799061 -0.10712299 -0.02679539  0.17567463 -0.01595181 -0.04107308
 -0.16934891  0.0105314 ]","[ 1.1919848  -0.9889303   0.12586097  1.4064119  -0.4132107  -0.02925367
 -1.7865883   0.49372533]","[-0.31195125 -0.17471883 -0.07519947 -0.5267187  -1.5529759   0.09663531
 -0.2059575  -0.715357  ]"
1336,"[ 0.07799412 -0.10711834 -0.02680016  0.17567503 -0.01595013 -0.04106817
 -0.16935205  0.01052806]","[ 1.1920003  -0.98888534  0.12580682  1.4064196  -0.41320327 -0.02922104
 -1.7866116   0.49369472]","[-0.31195232 -0.17471793 -0.07519867 -0.52671826 -1.5529754   0.09663653
 -0.20595735 -0.7153564 ]"
1337,"[ 0.07798296 -0.10712219 -0.02678202  0.1756687  -0.01596187 -0.04107751
 -0.16933393  0.01054441]","[ 1.1919618  -0.9889875   0.12598225  1.4063697  -0.41331038 -0.02932838
 -1.7865376   0.4938507 ]","[-0.3119493  -0.17472115 -0.07520117 -0.5267193  -1.5529766   0.09663202
 -0.20595741 -0.71535814]"
1338,"[ 0.07799198 -0.10712338 -0.02679779  0.1756757  -0.01594982 -0.04107257
 -0.1693517   0.01052907]","[ 1.1919893  -0.9889214   0.12583983  1.4064193  -0.41319048 -0.02924143
 -1.7865975   0.49370265]","[-0.31195158 -0.17471841 -0.07519914 -0.5267185  -1.5529757   0.096636
 -0.20595746 -0.7153567 ]"
1339,"[ 0.07799132 -0.10712262 -0.02679462  0.17567286 -0.01595021 -0.04107576
 -0.16934742  0.01053402]","[ 1.191993   -0.9889346   0.1258673   1.406395   -0.41319767 -0.02927893
 -1.7865902   0.49374634]","[-0.31195083 -0.17471907 -0.07519959 -0.52671903 -1.5529758   0.09663501
 -0.20595756 -0.71535677]"
1340,"[ 0.07799967 -0.10711365 -0.02680786  0.17567627 -0.01594557 -0.04106303
 -0.16935816  0.01052254]","[ 1.1920236  -0.9888278   0.12572551  1.4064319  -0.4131686  -0.02917888
 -1.7866473   0.49364161]","[-0.31195375 -0.17471647 -0.07519753 -0.5267179  -1.5529749   0.09663836
 -0.20595738 -0.71535546]"
1341,"[ 0.07799932 -0.10711405 -0.0268074   0.17567623 -0.01594578 -0.04106345
 -0.1693579   0.01052284]","[ 1.192022   -0.9888316   0.12573068  1.4064312  -0.4131697  -0.02918175
 -1.7866449   0.49364445]","[-0.3119536  -0.17471659 -0.07519762 -0.52671796 -1.5529749   0.09663829
 -0.20595735 -0.7153555 ]"
1342,"[ 0.07799961 -0.10711353 -0.02680775  0.1756762  -0.01594573 -0.04106295
 -0.16935802  0.01052264]","[ 1.1920236  -0.9888276   0.12572615  1.4064317  -0.4131703  -0.02917917
 -1.786647    0.4936428 ]","[-0.31195375 -0.17471647 -0.07519753 -0.5267179  -1.5529749   0.09663834
 -0.20595735 -0.71535546]"
1343,"[ 0.07799964 -0.10711354 -0.02680779  0.17567621 -0.01594568 -0.04106298
 -0.16935806  0.01052262]","[ 1.1920236  -0.98882747  0.12572598  1.4064316  -0.41316968 -0.02917908
 -1.7866473   0.4936425 ]","[-0.31195372 -0.17471647 -0.07519753 -0.5267179  -1.5529749   0.09663836
 -0.20595738 -0.71535546]"
1344,"[ 0.0780004  -0.1071116  -0.02680808  0.17567533 -0.01594561 -0.04106224
 -0.16935739  0.01052332]","[ 1.1920291  -0.98881716  0.12571888  1.406426   -0.41317335 -0.02918057
 -1.7866513   0.49364874]","[-0.31195384 -0.17471656 -0.07519744 -0.52671784 -1.5529749   0.0966384
 -0.20595731 -0.71535534]"
1345,"[ 0.0779985  -0.10711471 -0.02680605  0.17567584 -0.0159464  -0.04106451
 -0.16935667  0.01052404]","[ 1.1920191  -0.9888413   0.12574449  1.4064274  -0.41317466 -0.02919123
 -1.7866395   0.49365547]","[-0.3119533  -0.17471686 -0.0751978  -0.526718   -1.552975    0.09663791
 -0.20595734 -0.71535563]"
1346,"[ 0.07797902 -0.10712372 -0.02677894  0.17567019 -0.01596758 -0.04107508
 -0.16933209  0.01054384]","[ 1.1919384  -0.9890047   0.1260139   1.4063869  -0.41335943 -0.02931057
 -1.7865167   0.49385235]","[-0.31194922 -0.17472148 -0.07520153 -0.5267188  -1.5529768   0.09663157
 -0.20595719 -0.71535873]"
1347,"[ 0.07799204 -0.10711251 -0.02679562  0.17567155 -0.01595638 -0.04106517
 -0.16934459  0.01053344]","[ 1.1919972  -0.9888764   0.12583554  1.4064014  -0.4132749  -0.02923365
 -1.7865986   0.49374953]","[-0.31195214 -0.17471862 -0.07519905 -0.52671826 -1.5529759   0.09663543
 -0.20595716 -0.7153567 ]"
1348,"[ 0.07800002 -0.10711309 -0.02680812  0.17567608 -0.01594537 -0.04106282
 -0.16935818  0.0105226 ]","[ 1.1920257  -0.98882395  0.12572189  1.4064306  -0.41316786 -0.02917894
 -1.7866493   0.49364197]","[-0.31195375 -0.17471647 -0.0751975  -0.52671784 -1.5529749   0.09663842
 -0.20595737 -0.7153554 ]"
1349,"[ 0.07799948 -0.10711365 -0.0268076   0.17567621 -0.01594585 -0.04106301
 -0.16935794  0.01052271]","[ 1.1920228  -0.98882884  0.12572785  1.4064317  -0.41317114 -0.0291794
 -1.7866462   0.4936434 ]","[-0.31195372 -0.17471653 -0.07519759 -0.5267179  -1.552975    0.09663834
 -0.2059573  -0.7153555 ]"
1350,"[ 0.07800061 -0.10710951 -0.02680691  0.17567345 -0.01594607 -0.04106265
 -0.16935489  0.01052593]","[ 1.1920345  -0.9888138   0.12572506  1.4064122  -0.413183   -0.02919603
 -1.7866513   0.4936723 ]","[-0.31195363 -0.17471677 -0.07519753 -0.5267181  -1.5529752   0.09663801
 -0.20595735 -0.71535534]"
1351,"[ 0.07799941 -0.10711383 -0.02680754  0.17567624 -0.01594583 -0.04106318
 -0.16935796  0.01052272]","[ 1.1920223  -0.9888298   0.12572886  1.4064317  -0.4131705  -0.02918015
 -1.786646    0.49364355]","[-0.3119537  -0.17471656 -0.07519759 -0.5267179  -1.5529749   0.09663835
 -0.20595734 -0.7153555 ]"
1352,"[ 0.07799927 -0.10711332 -0.02680712  0.17567587 -0.01594631 -0.041063
 -0.16935724  0.01052328]","[ 1.1920226  -0.9888293   0.12573153  1.4064294  -0.4131763  -0.02918213
 -1.7866446   0.493649  ]","[-0.3119536  -0.17471662 -0.07519762 -0.52671796 -1.5529749   0.09663822
 -0.20595731 -0.7153556 ]"
1353,"[ 0.07799905 -0.10711218 -0.02680646  0.17567523 -0.01594725 -0.04106246
 -0.16935603  0.01052418]","[ 1.1920228  -0.98882675  0.1257351   1.406426   -0.41318777 -0.02918425
 -1.7866434   0.493658  ]","[-0.31195357 -0.17471674 -0.07519768 -0.5267179  -1.552975    0.09663806
 -0.20595728 -0.71535563]"
1354,"[ 0.07799993 -0.10711261 -0.02680786  0.17567582 -0.01594577 -0.04106257
 -0.16935767  0.01052297]","[ 1.1920258  -0.9888228   0.12572318  1.4064293  -0.4131727  -0.02917957
 -1.7866488   0.49364567]","[-0.31195384 -0.1747165  -0.07519747 -0.5267179  -1.5529749   0.09663836
 -0.20595734 -0.7153554 ]"
1355,"[ 0.07799967 -0.10711345 -0.02680781  0.17567618 -0.0159457  -0.04106291
 -0.16935803  0.01052263]","[ 1.1920239  -0.988827    0.12572558  1.4064314  -0.41317016 -0.02917898
 -1.7866473   0.49364263]","[-0.31195378 -0.17471647 -0.07519753 -0.5267179  -1.5529749   0.09663836
 -0.20595738 -0.71535546]"
1356,"[ 0.07799786 -0.10710381 -0.02680177  0.1756701  -0.01595341 -0.04105916
 -0.169347    0.0105313 ]","[ 1.1920279  -0.9888074   0.12575972  1.4063963  -0.41326445 -0.02920558
 -1.7866347   0.49372843]","[-0.31195349 -0.17471752 -0.07519801 -0.5267179  -1.5529754   0.09663683
 -0.20595714 -0.7153558 ]"
1357,"[ 0.0779997  -0.10711359 -0.02680788  0.17567627 -0.01594556 -0.04106301
 -0.16935816  0.01052254]","[ 1.1920238  -0.9888274   0.12572517  1.406432   -0.41316852 -0.02917887
 -1.7866476   0.49364167]","[-0.31195375 -0.17471647 -0.0751975  -0.5267179  -1.5529749   0.09663837
 -0.20595738 -0.71535546]"
1358,"[ 0.07799957 -0.10711376 -0.02680773  0.17567629 -0.01594565 -0.04106313
 -0.16935807  0.01052261]","[ 1.192023   -0.9888289   0.12572691  1.406432   -0.41316915 -0.02917964
 -1.7866462   0.4936422 ]","[-0.3119537  -0.17471653 -0.07519759 -0.5267179  -1.552975    0.09663838
 -0.20595735 -0.7153555 ]"
1359,"[ 0.07799967 -0.10711363 -0.02680786  0.17567627 -0.01594559 -0.04106302
 -0.16935816  0.01052254]","[ 1.1920235  -0.9888276   0.12572552  1.406432   -0.41316867 -0.02917888
 -1.7866472   0.49364173]","[-0.31195375 -0.17471647 -0.0751975  -0.5267179  -1.5529749   0.09663837
 -0.20595738 -0.71535546]"
1360,"[ 0.07799967 -0.10711365 -0.02680785  0.17567627 -0.01594558 -0.04106303
 -0.16935816  0.01052254]","[ 1.1920235  -0.98882776  0.12572561  1.406432   -0.41316867 -0.02917891
 -1.7866472   0.49364167]","[-0.31195375 -0.17471647 -0.07519753 -0.5267179  -1.5529749   0.09663836
 -0.20595738 -0.71535546]"
1361,"[ 0.07799966 -0.10711365 -0.02680784  0.17567627 -0.01594558 -0.04106304
 -0.16935816  0.01052255]","[ 1.1920235  -0.9888277   0.12572564  1.4064319  -0.41316864 -0.02917889
 -1.7866473   0.4936417 ]","[-0.31195375 -0.17471647 -0.0751975  -0.5267179  -1.5529749   0.09663837
 -0.20595738 -0.71535546]"
1362,"[ 0.07799963 -0.1071137  -0.02680779  0.17567627 -0.01594559 -0.0410631
 -0.16935812  0.01052259]","[ 1.1920235  -0.9888282   0.12572621  1.4064319  -0.4131687  -0.02917942
 -1.7866471   0.49364203]","[-0.31195372 -0.17471647 -0.07519753 -0.5267179  -1.5529749   0.09663836
 -0.20595738 -0.71535546]"
1363,"[ 0.07799962 -0.1071137  -0.02680781  0.17567627 -0.0159456  -0.04106308
 -0.16935813  0.01052257]","[ 1.1920233  -0.98882806  0.12572612  1.4064318  -0.4131687  -0.0291793
 -1.786647    0.4936419 ]","[-0.31195372 -0.17471647 -0.0751975  -0.5267179  -1.5529749   0.09663837
 -0.20595738 -0.71535546]"
1364,"[ 0.07799307 -0.10712206 -0.02679974  0.17567639 -0.01594944 -0.04107034
 -0.16935335  0.01052712]","[ 1.1919924  -0.9889053   0.1258189   1.4064267  -0.41318896 -0.02922377
 -1.7866051   0.49368528]","[-0.3119521  -0.17471799 -0.07519881 -0.5267183  -1.5529754   0.09663652
 -0.20595741 -0.71535647]"
1365,"[ 0.07798294 -0.10711292 -0.02678647  0.17567225 -0.01597076 -0.04105989
 -0.16933644  0.01053604]","[ 1.1919497  -0.988911    0.12592046  1.4064214  -0.4134075  -0.02921346
 -1.7865483   0.4937889 ]","[-0.3119518  -0.17471975 -0.07520004 -0.5267175  -1.5529764   0.09663378
 -0.2059567  -0.7153581 ]"
1366,"[ 0.07799529 -0.10709374 -0.02679873  0.17566821 -0.01596449 -0.04104787
 -0.16934018  0.01053307]","[ 1.1920171  -0.9887654   0.12576523  1.4064023  -0.41338772 -0.02916528
 -1.7866238   0.4937578 ]","[-0.31195435 -0.1747176  -0.07519789 -0.526717   -1.5529757   0.09663639
 -0.20595658 -0.7153562 ]"
1367,"[ 0.07799058 -0.10712632 -0.02679678  0.17567673 -0.0159502  -0.041074
 -0.16935207  0.01052865]","[ 1.1919802  -0.9889397   0.12585554  1.4064252  -0.41318795 -0.0292433
 -1.7865891   0.49369892]","[-0.31195134 -0.17471859 -0.07519935 -0.52671856 -1.5529757   0.09663577
 -0.2059575  -0.7153569 ]"
1368,"[ 0.0779987  -0.10711463 -0.02680666  0.17567624 -0.01594632 -0.04106386
 -0.16935736  0.01052324]","[ 1.192019   -0.9888377   0.12573881  1.4064311  -0.4131736  -0.02918457
 -1.7866412   0.49364853]","[-0.31195346 -0.17471677 -0.07519777 -0.52671796 -1.552975    0.09663809
 -0.20595735 -0.7153557 ]"
1369,"[ 0.0779882  -0.1071169  -0.02679342  0.17567436 -0.01596027 -0.0410644
 -0.16934502  0.0105313 ]","[ 1.1919719  -0.9889035   0.12586549  1.4064252  -0.41330087 -0.0292146
 -1.7865784   0.4937348 ]","[-0.31195202 -0.1747188  -0.07519938 -0.5267179  -1.5529759   0.09663522
 -0.20595706 -0.71535724]"
1370,"[ 0.07799973 -0.10711315 -0.02680771  0.17567599 -0.01594573 -0.04106292
 -0.16935778  0.01052291]","[ 1.1920245  -0.98882604  0.12572582  1.4064299  -0.41317108 -0.02918052
 -1.7866473   0.49364513]","[-0.31195375 -0.17471653 -0.07519753 -0.5267179  -1.5529749   0.09663833
 -0.20595735 -0.71535546]"
1371,"[ 0.07799957 -0.10711371 -0.02680767  0.1756762  -0.01594563 -0.0410632
 -0.169358    0.01052273]","[ 1.1920232  -0.98882884  0.12572737  1.4064311  -0.41316903 -0.02918052
 -1.7866466   0.4936433 ]","[-0.3119537  -0.17471656 -0.07519759 -0.5267179  -1.552975    0.09663835
 -0.20595732 -0.7153555 ]"
1372,"[ 0.07799786 -0.10711555 -0.02680562  0.17567624 -0.01594695 -0.04106459
 -0.16935667  0.01052381]","[ 1.1920152  -0.98884684  0.12575027  1.4064306  -0.41317797 -0.02918943
 -1.7866356   0.4936541 ]","[-0.31195334 -0.17471695 -0.07519789 -0.526718   -1.552975    0.09663786
 -0.20595734 -0.7153558 ]"
1373,"[ 0.07781708 -0.10734227 -0.0266252   0.17572595 -0.0160765  -0.04118624
 -0.16927968  0.01056997]","[ 1.1910393  -0.990694    0.1279114   1.406727   -0.41392645 -0.02969051
 -1.7855487   0.49418193]","[-0.31313172 -0.17359534 -0.07409231 -0.52670896 -1.552581    0.09801286
 -0.20600994 -0.7142305 ]"
1374,"[ 0.07782151 -0.10733069 -0.0266336   0.17572823 -0.0160796  -0.04116993
 -0.16928467  0.01056135]","[ 1.1910524  -0.99059224  0.1278084   1.4067649  -0.41397482 -0.0295854
 -1.7855843   0.4941114 ]","[-0.31313717 -0.17359164 -0.07408915 -0.5267062  -1.5525799   0.09801744
 -0.20600893 -0.71422905]"
1375,"[ 0.07782757 -0.10733382 -0.02664296  0.17573197 -0.01606925 -0.04117115
 -0.16929582  0.01055332]","[ 1.1910739  -0.9905676   0.12772903  1.4067843  -0.41387004 -0.02955719
 -1.7856214   0.49402887]","[-0.3131388  -0.17358878 -0.0740871  -0.52670616 -1.5525787   0.09802158
 -0.2060094  -0.71422714]"
